Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
10147,"The Complete Sherlock Holmes, Volume I",Arthur Conan Doyle,"Doyle, Arthur Conan",Kyle Freeman,"=""1593080344""","=""9781593080341""",4,4.49,Barnes & Noble Classics,Paperback,709,2003,1927,,2018/01/25,,,read,,,,1,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",4,4.31,Scribner,Hardcover,531,2014,2014,,2017/07/22,,,read,,,,1,0
23168277,"The Sympathizer (The Sympathizer, #1)",Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""0802123457""","=""9780802123459""",5,4.01,Grove Press,Hardcover,384,2015,2015,,2017/08/02,,,read,,,,1,0
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Mark Hallaq, Amanda Lee","=""""","=""9780143039563""",4,3.92,Penguin Classics,Paperback,244,2006,1876,,2017/07/22,,,read,,,,1,0
332613,One Flew Over the Cuckoo’s Nest,Ken Kesey,"Kesey, Ken",,"=""""","=""""",3,4.20,Signet,Mass Market Paperback,325,1963,1962,,2017/07/22,,,read,,,,1,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",4,4.03,Vintage International,Paperback,123,1989,1942,,2017/07/22,,,read,,,,1,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",2,3.68,"Little, Brown and Company",Paperback,498,2006,2005,,2017/07/22,,,read,,,,1,0
2187,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0312422156""","=""9780312422158""",0,4.04,Picador USA,Paperback,529,2002,2002,,2017/07/22,to-read,to-read (#2),to-read,,,,0,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",3,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2017/07/22,,,read,,,,1,0
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",1,4.12,Dutton Books,Hardcover,313,2012,2012,,2017/07/22,,,read,,,,1,0
1821571,Snakehead (Alex Rider #7),Anthony Horowitz,"Horowitz, Anthony",,"=""1406309354""","=""9781406309355""",5,4.15,Walker Books,Hardcover,416,2007,2007,,2017/07/22,,,read,,,,1,0
37586,"The Lost Colony (Artemis Fowl, #5)",Eoin Colfer,"Colfer, Eoin",,"=""""","=""""",4,4.01,Miramax Books/Hyperion Books for Children,Hardcover,385,2006,2006,,2017/07/22,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",2,4.35,Scholastic Press,Hardcover,374,2008,2008,,2017/07/22,,,read,,,,1,0
960,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",4,3.96,Pocket Books,Paperback,736,2006,2000,,2017/07/22,,,read,,,,1,0
16160797,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,"Galbraith, Robert",,"=""0316206849""","=""9780316206846""",4,3.89,Mulholland Books,Hardcover,456,2013,2013,,2017/07/22,,,read,,,,1,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",3,3.96,Riverhead Books,Hardcover,336,2015,2015,,2017/07/22,,,read,,,,1,0
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""0307588378""","=""9780307588371""",4,4.15,Ballantine Books,Paperback,415,2014,2012,,2017/07/22,,,read,,,,1,0
2429135,"The Girl With the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",5,4.18,Viking Canada,Hardcover,480,2008,2005,,2017/07/22,,,read,,,,1,0
1420,Hamlet,William Shakespeare,"Shakespeare, William","Harold Bloom, Rex Gibson, Israel Gollancz, Henry Norman Hudson, L.A. Sherman, Max J. Herzberg","=""0521618746""","=""9780521618748""",3,4.03,Cambridge University Press,Paperback,289,2005,1601,,2017/07/22,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",4,3.90,Penguin Books,Paperback,107,2002,1937,,2017/07/22,,,read,,,,1,0
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0307347974""","=""9780307347978""",0,3.97,DeBolsillo,Mass Market Paperback,158,2004,1953,,2017/07/22,to-read,to-read (#1),to-read,,,,0,0
7613,Animal Farm,George Orwell,"Orwell, George","Ann Patchett, Téa Obreht","=""""","=""""",5,4.02,Plume,Paperback,129,2003,1945,,2017/07/22,,,read,,,,1,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",4,3.80,Back Bay Books,Paperback,277,2001,1951,,2017/07/22,,,read,,,,1,0
12220,A Streetcar Named Desire,Tennessee Williams,"Williams, Tennessee",,"=""0822210894""","=""9780822210894""",3,3.98,Dramatist's Play Service,Paperback,107,1998,1947,,2017/07/22,,,read,,,,1,0
227463,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""""","=""""",5,4.00,W. W. Norton & Company,Paperback,192,1986,1962,,2017/07/22,,,read,,,,1,0
5470,1984,George Orwell,"Orwell, George",,"=""""","=""""",4,4.20,New American Library,Mass Market Paperback,328,1950,1948,,2017/07/22,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",4,3.93,Scribner,Paperback,180,1925,1925,,2017/07/22,,,read,,,,1,0
