Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
6480781,Open,Andre Agassi,"Agassi, Andre","J.R. Moehringer, Андре Агаси","=""0307268195""","=""9780307268198""",4,4.32,Knopf,Hardcover,388,2009,2009,2026/03/18,2026/03/18,,,read,,,,1,0
16884,The Making of the Atomic Bomb,Richard Rhodes,"Rhodes, Richard",,"=""0684813785""","=""9780684813783""",0,4.40,Simon & Schuster,Paperback,886,1995,1986,,2026/03/07,to-read,to-read (#327),to-read,,,,0,0
4772110,Nocturnes: Five Stories of Music and Nightfall,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0307397874""","=""9780307397874""",3,3.51,Knopf Canada,Hardcover,221,2009,2009,2026/03/01,2025/02/24,,,read,,,,1,0
43211952,Haben: The Deafblind Woman Who Conquered Harvard Law,Haben Girma,"Girma, Haben",,"=""1478992816""","=""9781478992813""",0,4.19,Twelve,Audible Audio,288,2019,2019,,2026/02/25,to-read,to-read (#326),to-read,,,,0,0
25814544,Sprint: How to Solve Big Problems and Test New Ideas in Just Five Days,Jake Knapp,"Knapp, Jake","John Zeratsky, Braden Kowitz","=""""","=""9781501121746""",0,4.18,Simon & Schuster,Hardcover,274,2016,2016,2023/01/25,2023/01/25,"ux, retired","ux (#18), retired (#1)",read,,,,1,0
13436116,Lean UX: Applying Lean Principles to Improve User Experience,Jeff Gothelf,"Gothelf, Jeff",Josh Seiden,"=""1449311652""","=""9781449311650""",4,3.99,O'Reilly Media,Hardcover,148,2013,2012,2023/01/01,2022/03/31,ux,ux (#9),read,,,,1,0
24861842,The Food Lab: Better Home Cooking Through Science,J. Kenji López-Alt,"López-Alt, J. Kenji",,"=""0393081087""","=""9780393081084""",5,4.32,Norton,Hardcover,958,2015,2015,2023/02/11,2021/12/06,,,read,,,,1,0
469571,"All the Pretty Horses (The Border Trilogy, #1)",Cormac McCarthy,"McCarthy, Cormac",,"=""0679744398""","=""9780679744399""",4,4.06,Vintage,Paperback,302,1993,1992,2022/07/08,2022/06/22,,,read,,,,1,0
57423429,1000 Years of Joys and Sorrows: A Memoir,Weiwei Ai,"Ai, Weiwei",,"=""0553419463""","=""9780553419467""",4,4.23,Crown Publishing Group,Hardcover,400,2021,2021,2022/02/20,2022/02/16,,,read,,,,1,0
57933306,Stolen Focus: Why You Can't Pay Attention— and How to Think Deeply Again,Johann Hari,"Hari, Johann",,"=""0593138511""","=""9780593138519""",3,4.22,Crown,Hardcover,357,2022,2022,2022/01/01,2022/04/24,,,read,,,,1,0
55360284,Taste: My Life Through Food,Stanley Tucci,"Tucci, Stanley",,"=""1982168013""","=""9781982168018""",4,4.19,Gallery Books,Hardcover,291,2021,2021,2022/01/01,2022/05/24,,,read,,,,1,0
16101059,Someone Could Get Hurt: A Memoir of Twenty-First-Century Parenthood,Drew Magary,"Magary, Drew",,"=""159240832X""","=""9781592408320""",4,3.90,Gotham,Hardcover,245,2013,2013,2021/12/30,2021/12/30,,,read,,,,1,0
66354,Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,"=""""","=""""",3,4.11,Harper Perennial,Paperback,303,1990,1990,2021/12/22,2021/07/25,,,read,,,,1,0
38122464,Ten Arguments for Deleting Your Social Media Accounts Right Now,Jaron Lanier,"Lanier, Jaron",,"=""125019668X""","=""9781250196682""",2,3.58,Henry Holt and Co.,Hardcover,146,2018,2018,2021/12/13,2021/11/21,,,read,,,,1,0
3296910,Web Form Design: Filling in the Blanks,Luke Wroblewski,"Wroblewski, Luke",,"=""1933820241""","=""9781933820248""",4,4.04,Rosenfeld Media,Paperback,226,2008,2008,2021/09/18,2021/09/26,ux,ux (#20),read,,,,2,0
4979,A Man Without a Country,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Daniel Simon,"=""081297736X""","=""9780812977363""",5,4.10,Random House Trade Paperbacks,Paperback,145,2007,2005,2021/08/01,2021/08/12,,,read,,,,1,0
55277893,Press Reset: Ruin and Recovery in the Video Game Industry,Jason Schreier,"Schreier, Jason",,"=""1538735490""","=""9781538735497""",3,4.05,Grand Central Publishing,Paperback,301,2021,2021,2026/02/14,2021/07/18,,,read,,,,1,0
214151403,Click: How to Make What People Want,Jake Knapp,"Knapp, Jake",John Zeratsky,"=""1668072114""","=""9781668072110""",3,4.09,Avid Reader Press / Simon & Schuster,Hardcover,240,2025,,2026/02/02,2026/02/02,,,read,,,,1,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",4,4.30,Houghton Mifflin,Paperback,366,2002,1937,2026/01/31,2026/01/31,,,read,,,,1,0
3525894,The Unlikely Disciple: A Sinner's Semester at America's Holiest University,Kevin Roose,"Roose, Kevin",,"=""044617842X""","=""9780446178426""",0,3.98,Grand Central Publishing (NY/Boston),Hardcover,324,2009,2009,,2026/01/23,to-read,to-read (#325),to-read,,,,0,0
214152261,Flesh,David Szalay,"Szalay, David",,"=""198212279X""","=""9781982122799""",5,3.74,Scribner,Hardcover,368,2025,2025,2026/01/18,2026/01/17,,,read,,,,1,0
1971304,City of Thieves,David Benioff,"Benioff, David",,"=""0670018708""","=""9780670018703""",3,4.30,Viking / Penguin,Hardcover,258,2008,2008,2023/06/23,2023/07/09,,,read,,,,1,0
60965426,The Creative Act: A Way of Being,Rick Rubin,"Rubin, Rick",,"=""0593652886""","=""9780593652886""",2,3.95,Penguin Press,Hardcover,406,2023,2023,2023/07/25,2023/03/21,,,read,,,,1,0
13574985,Design Is a Job,Mike Monteiro,"Monteiro, Mike",Erik Spiekermann,"=""1937557049""","=""9781937557041""",3,4.22,A Book Apart,Paperback,135,2012,2012,2023/12/18,2022/07/04,ux,ux (#16),read,,,,1,0
58733657,After Steve: How Apple Became a Trillion-Dollar Company and Lost Its Soul,Tripp Mickle,"Mickle, Tripp",,"=""0063009811""","=""9780063009813""",4,4.09,William Morrow,Hardcover,512,2022,2022,2023/09/11,2023/07/25,,,read,,,,1,0
38393096,Conversational Design,Erika Hall,"Hall, Erika",John Maeda,"=""1937557677""","=""9781937557676""",5,4.11,A Book Apart,Paperback,130,2018,,2023/10/01,2023/01/25,ux,ux (#11),read,,,,1,0
18869972,The House on the Strand,Daphne du Maurier,"Maurier, Daphne du",,"=""0316252999""","=""9780316252997""",4,3.82,"Little, Brown and Company",Hardcover,316,2013,1969,2024/01/01,2024/01/20,,,read,,,,1,0
44029589,How to Speak Machine: Laws of Design for a Computational Age,John Maeda,"Maeda, John",,"=""0241976634""","=""9780241976630""",5,3.70,Portfolio Penguin,Paperback,240,2019,,2024/03/16,2024/02/28,ux,ux (#23),read,,,,1,0
102188215,Cinema Speculation: An Entertaining Dive into Film History from the Legendary Writer and Director,Quentin Tarantino,"Tarantino, Quentin",,"=""0063112574""","=""9780063112575""",4,4.04,Harper Perennial,Paperback,400,2024,2022,2024/03/24,2024/02/28,,,read,,,,1,0
801678,"Mrs. Malory Investigates (Mrs. Malory Mysteries, #1)",Hazel Holt,"Holt, Hazel",,"=""0451402693""","=""9780451402691""",3,3.84,Onyx,Mass Market Paperback,224,1991,1989,2024/04/01,2024/05/04,,,read,,,,1,0
56212912,Out of Office: The Big Problem and Bigger Promise of Working from Home,Charlie Warzel,"Warzel, Charlie",Anne Helen Petersen,"=""0593320093""","=""9780593320099""",3,3.72,Knopf,Hardcover,272,2021,2021,2024/04/06,2022/01/11,,,read,,,,1,0
30358505,The Refugees,Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""0802126391""","=""9780802126399""",3,3.86,Grove Press,Hardcover,209,2017,2017,2024/05/20,2024/05/20,,,read,,,,1,0
136342721,Unmasking AI: My Mission to Protect What Is Human in a World of Machines,Joy Buolamwini,"Buolamwini, Joy",,"=""0593241835""","=""9780593241837""",3,4.10,Random House,Hardcover,336,2023,,2024/06/09,2024/03/16,,,read,,,,1,0
41573546,The Ash Family,Molly Dektar,"Dektar, Molly",,"=""150114488X""","=""9781501144882""",3,3.22,Simon & Schuster,Kindle Edition,353,2019,2019,2024/07/04,2024/07/04,,,read,,,,1,0
2459785,"In the Woods (Dublin Murder Squad, #1)",Tana French,"French, Tana",,"=""""","=""""",4,3.78,Penguin Books,Paperback,448,2008,2007,2024/07/12,2024/07/12,,,read,,,,1,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",3,4.11,Knopf,Hardcover,399,2022,2022,2024/07/27,2023/04/26,,,read,,,,1,0
207567968,"Play Nice: The Rise, Fall, and Future of Blizzard Entertainment",Jason Schreier,"Schreier, Jason",,"=""1538725428""","=""9781538725429""",4,4.17,Grand Central Publishing,Hardcover,384,2024,2024,2024/10/12,2024/10/12,,,read,,,,1,0
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,"Chabon, Michael",,"=""0312282990""","=""9780312282998""",5,4.19,Picador USA,Paperback,639,2001,2000,2024/11/04,2024/10/12,,,read,,,,1,0
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""059331817X""","=""9780593318171""",4,3.74,Alfred A. Knopf,Hardcover,303,2021,2021,2024/11/17,2024/11/17,,,read,,,,1,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",4,3.85,Vintage Books ,Paperback,288,2010,2005,2024/12/18,2024/07/15,,,read,,,,1,0
28922,An Artist of the Floating World,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0571225365""","=""9780571225361""",4,3.78,Faber and Faber,Paperback,206,2005,1986,2024/12/31,2024/12/31,,,read,,,,1,0
5826,Bel Canto,Ann Patchett,"Patchett, Ann",,"=""""","=""""",4,3.94,Harper Perennial,Paperback,318,2023,2001,2025/01/15,2025/01/15,,,read,,,,1,0
207298822,What I Ate in One Year (And Related Thoughts),Stanley Tucci,"Tucci, Stanley",,"=""1668055686""","=""9781668055687""",3,3.82,Gallery Books,Hardcover,350,2024,2024,2025/01/21,2025/01/21,,,read,,,,1,0
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Malcolm Bowie, Margaret Mauldon","=""0192840398""","=""9780192840394""",4,3.71,Oxford University Press,Paperback,329,2004,1856,2025/02/03,2025/02/03,,,read,,,,1,0
58662236,Small Things Like These,Claire Keegan,"Keegan, Claire",,"=""0802158749""","=""9780802158741""",3,4.08,Grove Press,Hardcover,118,2021,2021,2025/02/04,2025/02/04,,,read,,,,1,0
198678736,Co-Intelligence: Living and Working with AI,Ethan Mollick,"Mollick, Ethan",,"=""075356078X""","=""9780753560785""",3,3.94,Virgin Digital,Kindle Edition,243,2024,2024,2025/02/10,2025/01/26,,,read,,,,1,0
11138,Mere Christianity,C.S. Lewis,"Lewis, C.S.",,"=""0684823780""","=""9780684823782""",3,4.37,Touchstone Books,Paperback,191,1996,1952,2025/02/16,2025/02/16,,,read,,,,1,0
213034913,Source Code: My Beginnings,Bill  Gates,"Gates, Bill",,"=""059380158X""","=""9780593801581""",3,4.16,Knopf,Hardcover,336,2025,2025,2025/02/22,2025/01/30,,,read,,,,1,0
127305853,The Women,Kristin Hannah,"Hannah, Kristin",,"=""1250178630""","=""9781250178633""",3,4.59,St. Martin's Press,Hardcover,471,2024,2024,2025/03/01,2025/03/19,,,read,,,,1,0
22522805,The Buried Giant,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""030727103X""","=""9780307271037""",4,3.59,Alfred A. Knopf,Hardcover,317,2015,2015,2025/03/03,2025/02/24,,,read,,,,1,0
28686959,Based on a True Story: A Memoir,Norm Macdonald,"Macdonald, Norm",,"=""0812993624""","=""9780812993622""",3,4.03,Random House,Hardcover,256,2016,2016,2025/03/05,2024/11/23,,,read,,,,1,0
133518,The Things They Carried,Tim O'Brien,"O'Brien, Tim",,"=""0767902890""","=""9780767902892""",4,4.15,Broadway,Paperback,246,1998,1990,2025/03/26,2025/03/26,,,read,,,,1,0
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",3,4.00,Penguin Press,Hardcover,246,2019,2019,2025/04/01,2025/04/01,,,read,,,,1,0
9597,Player Piano,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333781""","=""9780385333788""",3,3.91,Dial Press,Paperback,341,2006,1952,2025/04/26,2025/04/26,,,read,,,,1,0
7244,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,"=""0060786507""","=""9780060786502""",4,4.11,Harper Perennial Modern Classics,Paperback,546,2005,1998,2025/05/04,2025/02/10,,,read,,,,1,0
22155,Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,"Chouinard, Yvon",,"=""0143037838""","=""9780143037835""",4,4.18,Penguin Books,Paperback,272,2006,2006,2025/05/18,2021/03/07,,,read,,,,1,0
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",4,3.75,Anchor Books,Paperback,215,1994,1958,2025/05/29,2025/05/29,,,read,,,,1,0
60603268,A Dangerous Business,Jane Smiley,"Smiley, Jane",,"=""0525520333""","=""9780525520337""",3,3.17,Knopf,Hardcover,224,2022,2022,2025/06/08,2025/06/08,,,read,,,,1,0
5941114,"The Likeness (Dublin Murder Squad, #2)",Tana French,"French, Tana",,"=""0143115626""","=""9780143115625""",3,4.06,Penguin Books,Paperback,466,2009,2008,2025/06/25,2025/06/25,,,read,,,,1,0
54816562,"A Man Named Doll (The Doll Series, #1)",Jonathan Ames,"Ames, Jonathan",,"=""0316703656""","=""9780316703659""",3,3.71,Mulholland Books,Hardcover,224,2021,2021,2025/07/06,2025/07/06,,,read,,,,1,0
7886338,The Lifecycle of Software Objects,Ted Chiang,"Chiang, Ted",,"=""1596063173""","=""9781596063174""",3,3.91,Subterranean Pr,Hardcover,150,2010,2010,2025/07/09,2022/09/30,,,read,,,,1,0
34376766,"Blood, Sweat, and Pixels",Jason Schreier,"Schreier, Jason",,"=""0062651242""","=""9780062651242""",4,4.20,Harper Paperbacks,Kindle Edition,353,2017,2017,2025/07/16,2025/07/16,,,read,,,,1,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",4,4.36,New York Review Books,Paperback,292,2006,1965,2025/07/25,2024/09/15,,,read,,,,1,0
36515910,You Were Never Really Here,Jonathan Ames,"Ames, Jonathan",,"=""0525562893""","=""9780525562894""",3,3.86,Vintage,Paperback,112,2018,2013,2025/07/26,2025/07/26,,,read,,,,1,0
6862,Amsterdam,Ian McEwan,"McEwan, Ian",,"=""0385494246""","=""9780385494243""",4,3.47,Anchor Books/Knopf Doubleday Publishing Group,Paperback,209,1999,1998,2025/08/08,2025/08/08,,,read,,,,1,0
75665931,The Maniac,Benjamín Labatut,"Labatut, Benjamín",,"=""0593654471""","=""9780593654477""",5,4.33,Penguin Press,Hardcover,368,2023,2023,2025/08/20,2025/08/20,,,read,,,,1,0
78311985,A Shining,Jon Fosse,"Fosse, Jon",Damion Searls,"=""1804270636""","=""9781804270639""",3,3.47,Fitzcarraldo Editions,Paperback,48,2023,2023,2025/09/03,2025/09/03,,,read,,,,1,0
40409718,Post Office,Charles Bukowski,"Bukowski, Charles",,"=""""","=""""",3,3.92,Ecco,ebook,162,2009,1971,2025/09/08,2024/03/24,,,read,,,,1,0
55922484,Once Upon a Time in Hollywood,Quentin Tarantino,"Tarantino, Quentin",,"=""0063112523""","=""9780063112520""",4,3.87,Harper Perennial ,Paperback,400,2021,2021,2025/10/10,2021/07/18,,,read,,,,1,0
59801798,Blood in the Machine: The Origins of the Rebellion Against Big Tech,Brian Merchant,"Merchant, Brian",,"=""0316487740""","=""9780316487740""",4,4.17,"Little, Brown and Company",Hardcover,416,2023,2023,2025/11/08,2025/08/08,,,read,,,,1,0
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",5,4.25,Small Beer Press,ebook,281,2010,2002,2025/11/24,2024/03/16,,,read,,,,1,0
78292253,Every Man for Himself and God Against All: A Memoir,Werner Herzog,"Herzog, Werner",Michael Hofmann,"=""0593490290""","=""9780593490303""",4,4.25,Penguin Press,Kindle Edition,367,2023,2022,2025/11/30,2023/09/30,,,read,,,,1,0
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",5,4.16,Simon & Schuster,Hardcover,630,2011,2011,2025/12/25,2025/12/25,,,read,,,,1,0
211179569,1929: Inside the Greatest Crash in History – and How It Shattered a Nation,Andrew Ross Sorkin,"Sorkin, Andrew Ross",,"=""0241479428""","=""9780241479421""",3,4.23,Viking Books,Kindle Edition,577,2025,2025,2026/01/12,2025/12/03,,,read,,,,1,0
6146675,The Clicking of Cuthbert (Golf Stories #1),P.G. Wodehouse,"Wodehouse, P.G.",,"=""0099513862""","=""9780099513865""",3,3.94,Arrow,Paperback,224,2008,1922,2026/01/02,2026/01/02,,,read,,,,1,0
7324357,Last Call: The Rise and Fall of Prohibition,Daniel Okrent,"Okrent, Daniel",,"=""0743277023""","=""9780743277020""",0,3.88,Scribner,Hardcover,480,2010,2010,,2026/01/11,to-read,to-read (#324),to-read,,,,0,0
398732,The Aesthetics of the Japanese Lunchbox,Kenji Ekuan,"Ekuan, Kenji",David B. Stewart,"=""0262550350""","=""9780262550352""",0,3.84,The MIT Press,Paperback,208,2000,1998,,2026/01/07,to-read,to-read (#323),to-read,,,,0,0
18077903,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,"Catmull, Ed",Amy    Wallace,"=""0812993012""","=""9780812993011""",0,4.21,Random House,Hardcover,368,2014,2014,,2025/12/23,to-read,to-read (#322),to-read,,,,0,0
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,"Christensen, Clayton M.",,"=""0060521996""","=""9780060521998""",0,4.04,Collins,Paperback,320,2003,1997,,2025/12/22,to-read,to-read (#321),to-read,,,,0,0
4651502,Forms that Work: Designing Web Forms for Usability (Interactive Technologies),Caroline Jarrett,"Jarrett, Caroline",Gerry Gaffney,"=""1558607102""","=""9781558607101""",0,3.92,Morgan Kaufmann,Paperback,199,,2008,,2025/11/16,to-read,to-read (#320),to-read,,,,0,0
51291,How to Lie with Statistics,Darrell Huff,"Huff, Darrell",Irving Geis,"=""0393310728""","=""9780393310726""",0,3.84,W. W. Norton & Company,Paperback,142,1982,1954,,2025/11/16,to-read,to-read (#319),to-read,,,,0,0
96340635,"Systèmes de grille pour le design graphique: Un manuel pour les designers graphiques, les typographes",Joseph Müller-Brockmann,"Müller-Brockmann, Joseph",,"=""294042635X""","=""9782940426355""",0,4.50,ENTREMONDE,Paperback,176,2017,,,2025/10/06,to-read,to-read (#318),to-read,,,,0,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.29,Basic Books,Paperback,777,1999,1979,,2025/10/01,to-read,to-read (#317),to-read,,,,0,0
51075392,Paul Thomas Anderson: Masterworks: A Filmmaker’s Creative Journey,Adam Nayman,"Nayman, Adam","the Safdie Brothers, Little White Lies","=""1419744674""","=""9781419744679""",0,4.30,Abrams Books,Hardcover,288,2020,,,2025/10/01,to-read,to-read (#316),to-read,,,,0,0
223854881,What We Can Know,Ian McEwan,"McEwan, Ian",,"=""0593804724""","=""9780593804728""",0,3.88,Knopf,Hardcover,303,2025,2025,,2025/09/22,to-read,to-read (#315),to-read,,,,0,0
195790601,"When the Clock Broke: Con Men, Conspiracists, and How America Cracked Up in the Early 1990s",John Ganz,"Ganz, John",,"=""0374605440""","=""9780374605445""",0,4.07,"Farrar, Straus and Giroux",Hardcover,420,2024,2024,,2025/09/20,to-read,to-read (#314),to-read,,,,0,0
337109,Paris in the Twentieth Century: The Lost Novel,Jules Verne,"Verne, Jules",Richard Howard,"=""034542039X""","=""9780345420398""",0,3.40,Del Rey,Paperback,216,1997,1994,,2025/09/14,to-read,to-read (#313),to-read,,,,0,0
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,"Postman, Neil",Andrew Postman,"=""014303653X""","=""9780143036531""",0,4.17,Penguin Books,Paperback,184,2005,1985,,2025/09/01,to-read,to-read (#312),to-read,,,,0,0
83533,The Age of Spiritual Machines,Ray Kurzweil,"Kurzweil, Ray",,"=""0140282025""","=""9780140282023""",0,3.89,Penguin ,Trade Paperback,388,2000,1998,,2025/09/01,to-read,to-read (#311),to-read,,,,0,0
59924,The Lathe of Heaven,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0060512741""","=""9780060512743""",0,4.13,Harper Perennial Modern Classics,Paperback,176,2003,1971,,2025/08/30,to-read,to-read (#310),to-read,,,,0,0
17208457,Bleeding Edge,Thomas Pynchon,"Pynchon, Thomas",,"=""1594204233""","=""9781594204234""",0,3.62,Penguin Press,Hardcover,477,2013,2013,,2025/08/18,to-read,to-read (#309),to-read,,,,0,0
59721,Vineland,Thomas Pynchon,"Pynchon, Thomas",,"=""3499136287""","=""9783499136283""",0,3.75,Rowohlt Tb.,Paperback,480,1995,1990,,2025/08/18,to-read,to-read (#308),to-read,,,,0,0
13525945,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,"Newport, Cal",,"=""1455509108""","=""9781455509102""",0,4.07,Business Plus,Kindle Edition,288,2012,2012,,2025/08/01,to-read,to-read (#307),to-read,,,,0,0
60784757,Birnam Wood,Eleanor Catton,"Catton, Eleanor",,"=""0374110336""","=""9780374110338""",0,3.80,"Farrar, Straus and Giroux",Hardcover,424,2023,2023,,2025/07/14,to-read,to-read (#306),to-read,,,,0,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",0,4.50,Ballantine Books,Hardcover,476,2021,2021,,2025/06/30,to-read,to-read (#305),to-read,,,,0,0
58725001,"The Future Was Now: Madmen, Mavericks, and the Epic Sci-Fi Summer of 1982",Chris Nashawaty,"Nashawaty, Chris",,"=""1250827051""","=""9781250827050""",0,4.11,Flatiron Books,Hardcover,304,2024,2024,,2025/06/03,to-read,to-read (#304),to-read,,,,0,0
25816988,Pacific: The Ocean of the Future,Simon Winchester,"Winchester, Simon",,"=""0062315412""","=""9780062315410""",0,4.04,Harper,Hardcover,512,2015,2015,,2025/06/03,to-read,to-read (#303),to-read,,,,0,0
161789,The Toyota Way: 14 Management Principles from the World's Greatest Manufacturer,Jeffrey K. Liker,"Liker, Jeffrey K.",,"=""0071392319""","=""9780071392310""",0,4.08,McGraw Hill,Hardcover,330,2004,2003,,2025/05/17,to-read,to-read (#302),to-read,,,,0,0
16054798,Brick by Brick: How LEGO Rewrote the Rules of Innovation and Conquered the Global Toy Industry,David C.  Robertson,"Robertson, David C.",Bill Breen,"=""030795160X""","=""9780307951601""",0,3.84,Crown Business,Hardcover,320,2013,2013,,2025/05/05,to-read,to-read (#301),to-read,,,,0,0
13256499,The IKEA Edge: Building Global Growth and Social Good at the World's Most Iconic Home Store,DAHLVIG,"DAHLVIG, DAHLVIG",,"=""0071777652""","=""9780071777650""",0,3.56,McGraw Hill,Hardcover,207,2011,2011,,2025/05/05,to-read,to-read (#300),to-read,,,,0,0
376237,Toyota Production System: Beyond large-scale production,Taiichi Ohno,"Ohno, Taiichi",Norman Bodek,"=""0915299143""","=""9780915299140""",0,4.11,Productivity Press ,Hardcover,152,1988,1978,,2025/05/05,to-read,to-read (#299),to-read,,,,0,0
1241630,Kaizen: The Key to Japan's Competitive Success,Masaaki Imai,"Imai, Masaaki",,"=""007554332X""","=""9780075543329""",0,3.98,McGraw-Hill Education,Hardcover,260,1986,1985,,2025/05/05,to-read,to-read (#298),to-read,,,,0,0
195790752,Capitalism and Its Critics: A History: From the Industrial Revolution to AI,John Cassidy,"Cassidy, John",,"=""0374601089""","=""9780374601089""",0,4.19,"Farrar, Straus and Giroux",Hardcover,624,2025,2025,,2025/04/14,to-read,to-read (#297),to-read,,,,0,0
1160501,The Ballad of the White Horse,G.K. Chesterton,"Chesterton, G.K.",,"=""""","=""""",0,4.26,Ignatius Press,Kindle Edition,41,1911,1911,,2025/04/07,to-read,to-read (#296),to-read,,,,0,0
63877600,An Invitation to Indian Cooking: 50th Anniversary Edition: A Cookbook,Madhur Jaffrey,"Jaffrey, Madhur",Yotam Ottolenghi,"=""0593535685""","=""9780593535684""",0,4.22,Knopf,Hardcover,352,2023,1976,,2025/04/01,to-read,to-read (#295),to-read,,,,0,0
77264987,MCU: The Reign of Marvel Studios,Joanna  Robinson,"Robinson, Joanna","Dave Gonzales, Gavin Edwards","=""1631497510""","=""9781631497513""",0,4.20,Liveright,Hardcover,528,2023,2023,,2025/03/29,to-read,to-read (#294),to-read,,,,0,0
61408290,Like a Hurricane: An Unofficial Oral History of Street Fighter II,Matt Leone,"Leone, Matt",,"=""0500025932""","=""9780500025932""",0,3.63,Thames & Hudson,Hardcover,480,2023,,,2025/03/29,to-read,to-read (#293),to-read,,,,0,0
36556202,The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting up a Generation for Failure,Jonathan Haidt,"Haidt, Jonathan",Greg Lukianoff,"=""0735224900""","=""9780735224902""",0,4.23,Penguin Press,Kindle Edition,352,2018,2018,,2025/03/07,,,read,,,,1,0
11324722,The Righteous Mind: Why Good People Are Divided by Politics and Religion,Jonathan Haidt,"Haidt, Jonathan",,"=""""","=""""",0,4.19,Pantheon,Hardcover,419,2012,2012,,2025/03/07,,,read,,,,1,0
32075854,"Magpie Murders (Susan Ryeland, #1)",Anthony Horowitz,"Horowitz, Anthony",,"=""0062645226""","=""9780062645227""",0,3.94,Harper,Hardcover,477,2017,2016,,2025/03/07,,,read,,,,1,0
9516,"Persepolis: The Story of a Childhood (Persepolis, #1)",Marjane Satrapi,"Satrapi, Marjane",Mattias Ripa,"=""037571457X""","=""9780375714573""",0,4.27,Pantheon,Paperback,153,2004,2003,2019/01/01,2025/03/07,,,read,,,,1,0
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""9780062301239""",0,4.12,Ecco,Hardcover,392,2015,2015,2019/01/01,2025/03/07,,,read,,,,1,0
53487237,A Swim in a Pond in the Rain,George Saunders,"Saunders, George",,"=""1984856049""","=""9781984856043""",0,4.53,Random House,Kindle Edition,403,2021,2021,,2025/03/05,to-read,to-read (#292),to-read,,,,0,0
34068514,Rise of the Machines: A Cybernetic History,Thomas Rid,"Rid, Thomas",,"=""0393354954""","=""9780393354959""",0,3.88,W. W. Norton & Company,Paperback,464,2017,2016,,2025/03/05,to-read,to-read (#291),to-read,,,,0,0
61539,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",,"=""0226458083""","=""9780226458083""",0,4.03,University of Chicago Press,Paperback,226,1996,1962,,2025/03/05,to-read,to-read (#290),to-read,,,,0,0
6713071,Last Words,George Carlin,"Carlin, George",Tony Hendra,"=""1439172951""","=""9781439172957""",0,3.97,Free Press,Hardcover,316,2009,2009,,2025/03/05,to-read,to-read (#289),to-read,,,,0,0
17236175,Just Enough Research,Erika Hall,"Hall, Erika",Jeffrey Zeldman,"=""1937557103""","=""9781937557102""",0,4.19,A Book Apart,Paperback,154,2013,2013,,2023/01/25,ux,ux (#12),read,,,,1,0
